id,date,home_team,away_team,rank_change_home,rank_change_away,home_goals_mean,home_goals_mean_l5,home_goals_suf_mean,home_goals_suf_mean_l5,home_rank_mean,home_rank_mean_l5,home_points_mean,home_points_mean_l5,away_goals_mean,away_goals_mean_l5,away_goals_suf_mean,away_goals_suf_mean_l5,away_rank_mean,away_rank_mean_l5,away_points_mean,away_points_mean_l5,match_type
2137,2021-09-04,Slovakia,Croatia,2.0,4.0,1.4137931034482758,0.6,1.1724137931034482,1.6,50.793103448275865,26.8,-25.59999999999991,-7.839999999999918,1.5757575757575757,1.2,1.5757575757575757,1.6,39.75757575757576,19.2,-48.6400000000001,-11.3900000000001,Friendly
3875,2023-09-09,North Macedonia,Italy,0.0,0.0,1.537037037037037,1.2,1.3333333333333333,2.8,87.33333333333333,89.6,27.069999999999936,4.559999999999945,2.017543859649123,1.4,0.7017543859649122,1.6,48.59649122807018,44.4,181.66000000000008,-12.480000000000018,Friendly
3422,2023-01-08,Iceland,Estonia,1.0,0.0,1.0363636363636364,0.4,1.690909090909091,0.8,61.018181818181816,84.6,-86.58999999999992,4.800000000000182,0.8297872340425532,1.8,1.6595744680851063,0.4,74.42553191489361,144.8,-65.3599999999999,15.580000000000155,Competition
3032,2022-06-12,Northern Ireland,Cyprus,0.0,0.0,0.925,1.0,1.25,1.2,55.875,80.2,-68.45000000000005,-1.4200000000000728,0.725,0.4,1.8,1.0,72.0,85.6,-93.91000000000008,7.439999999999827,Friendly
4605,2024-06-07,Morocco,Zambia,1.0,-1.0,1.640625,1.0,0.578125,0.4,78.015625,94.0,245.3900000000001,1.7000000000000455,1.4666666666666666,1.4,1.3166666666666667,1.4,100.95,83.0,-30.440000000000055,-6.779999999999973,Friendly
1814,2021-06-05,Saudi Arabia,Yemen,0.0,0.0,1.3103448275862069,2.0,1.0344827586206897,0.6,92.17241379310344,89.2,17.0,2.0,0.5555555555555556,0.4,2.1666666666666665,2.2,86.94444444444444,90.0,-40.0,2.0,Friendly
1957,2021-06-21,Uruguay,Chile,0.0,0.0,1.4782608695652173,0.6,1.0869565217391304,0.6,28.652173913043477,17.2,12.079999999999927,2.0799999999999272,1.2592592592592593,1.2,1.2222222222222223,0.8,35.55555555555556,51.4,-0.4800000000000182,2.519999999999982,Friendly
296,2018-11-20,Myanmar,Vietnam,3.0,0.0,1.6,1.6,2.4,2.4,137.0,137.0,-12.0,-12.0,2.5,2.5,0.0,0.0,175.0,175.0,0.0,0.0,Friendly
1307,2020-10-07,Slovenia,San Marino,0.0,1.0,1.2222222222222223,0.8,1.0555555555555556,0.8,71.55555555555556,84.0,-27.0,-25.0,0.05555555555555555,0.2,3.888888888888889,3.4,90.94444444444444,117.2,-52.0,-11.0,Competition
455,2019-03-24,Cyprus,Belgium,1.0,0.0,1.4285714285714286,1.6,1.2857142857142858,1.2,73.85714285714286,81.8,-4.0,-7.0,2.4285714285714284,2.0,1.1428571428571428,1.6,27.285714285714285,23.8,4.0,-2.0,Friendly
3582,2023-03-28,Namibia,Cameroon,-2.0,-10.0,1.0833333333333333,1.0,1.0833333333333333,0.6,103.05555555555556,96.6,-1.8699999999998909,1.2000000000000455,1.2439024390243902,1.2,0.7073170731707317,1.2,80.58536585365853,42.0,83.29999999999995,27.8599999999999,Friendly
393,2019-03-21,United States,Ecuador,0.0,1.0,1.125,1.2,1.375,1.0,23.125,30.4,-11.0,-13.0,1.8333333333333333,1.8,0.8333333333333334,1.0,78.16666666666667,83.0,-5.0,-5.0,Competition
3372,2022-12-02,Cameroon,Brazil,5.0,0.0,1.2564102564102564,1.0,0.717948717948718,1.4,81.7948717948718,37.6,55.440000000000055,-13.509999999999991,2.176470588235294,2.4,0.35294117647058826,0.2,32.294117647058826,29.8,184.29999999999995,8.6099999999999,Friendly
3326,2022-11-20,Uzbekistan,Russia,0.0,-2.0,1.6578947368421053,2.2,1.0,0.4,90.65789473684211,90.4,62.98000000000002,23.430000000000064,1.794871794871795,1.8,1.0769230769230769,0.4,64.84615384615384,66.2,86.1099999999999,20.679999999999836,Competition
4585,2024-06-06,Bahrain,Yemen,-2.0,5.0,1.44,2.2,1.0133333333333334,0.6,98.93333333333334,116.8,117.31999999999994,20.029999999999973,0.5588235294117647,0.8,2.1470588235294117,1.6,97.94117647058823,119.2,-84.05999999999995,7.57000000000005,Friendly
3605,2023-06-10,Mexico,Cameroon,0.0,9.0,1.635135135135135,1.8,0.918918918918919,0.8,54.58108108108108,76.6,71.86999999999989,-13.02000000000021,1.2380952380952381,1.2,0.7380952380952381,1.4,81.35714285714286,52.6,83.29999999999995,27.8599999999999,Competition
36,2018-09-11,Jordan,Oman,0.0,0.0,0.0,0.0,1.0,1.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,0.0,0.0,Competition
2228,2021-10-06,Sudan,Guinea,6.0,0.0,1.0,1.4,1.45,1.6,95.45,98.8,19.86999999999989,-1.2700000000002092,1.0434782608695652,1.0,1.0869565217391304,1.0,103.1304347826087,100.6,-14.210000000000036,-2.0,Friendly
1006,2019-10-13,Kenya,Mozambique,0.0,-4.0,1.0,1.0,0.9,1.6,92.6,81.6,19.0,-1.0,1.1,1.0,1.0,0.6,129.3,149.0,-13.0,-3.0,Competition
4452,2024-03-22,Chad,Mauritius,0.0,0.0,0.35714285714285715,0.2,1.7857142857142858,2.6,103.85714285714286,92.0,-25.779999999999973,-16.779999999999973,0.7407407407407407,0.8,1.1851851851851851,0.8,144.03703703703704,118.2,-85.36000000000001,6.5499999999999545,Friendly
2925,2022-06-06,Equatorial Guinea,Libya,0.0,-1.0,0.9310344827586207,0.2,1.103448275862069,2.0,90.20689655172414,69.6,138.06999999999994,53.289999999999964,1.0714285714285714,1.0,1.4642857142857142,1.0,100.42857142857143,132.4,-74.36999999999989,-1.4299999999998363,Friendly
2549,2021-12-12,Laos,Indonesia,0.0,1.0,0.6666666666666666,0.4,2.4166666666666665,1.8,156.5,166.2,-35.92999999999995,-10.92999999999995,1.5217391304347827,1.6,2.0869565217391304,2.6,130.17391304347825,127.0,-10.82000000000005,17.1099999999999,Friendly
2236,2021-10-07,Saudi Arabia,Japan,-5.0,2.0,1.5,2.6,0.9117647058823529,0.2,95.11764705882354,112.2,50.02999999999997,21.639999999999873,2.3333333333333335,3.2,0.7777777777777778,0.4,72.44444444444444,87.0,137.45000000000005,20.110000000000127,Friendly
2766,2022-03-27,South Sudan,Djibouti,1.0,0.0,0.65,1.0,1.55,1.6,108.8,113.0,-46.190000000000055,-20.190000000000055,0.8181818181818182,0.8,3.1818181818181817,4.2,105.27272727272727,88.6,0.6200000000000045,-15.950000000000045,Friendly
1356,2020-10-11,Finland,Bulgaria,-2.0,1.0,1.1904761904761905,1.2,1.0,1.6,64.52380952380952,63.0,26.0,-5.0,0.8235294117647058,0.4,1.7058823529411764,2.4,55.64705882352941,30.8,-38.0,1.0,Friendly
687,2019-06-26,Nigeria,Guinea,3.0,3.0,1.6363636363636365,1.0,0.5454545454545454,0.4,109.81818181818181,102.4,23.0,6.0,1.0,0.8,1.0,1.4,107.28571428571429,101.2,-8.0,-17.0,Friendly
262,2018-11-19,Cyprus,Norway,0.0,-4.0,1.0,1.0,1.4,1.4,51.6,51.6,-1.0,-1.0,1.0,1.0,0.4,0.4,60.2,60.2,14.0,14.0,Friendly
3318,2022-11-20,Niger,Gabon,2.0,2.0,1.03125,0.8,1.90625,1.6,98.25,105.2,-63.200000000000045,-0.43000000000006366,1.12,1.4,1.12,1.0,96.76,73.8,17.839999999999918,39.83999999999992,Competition
2979,2022-06-09,Norway,Slovenia,-4.0,1.0,1.794871794871795,2.8,0.8461538461538461,0.6,64.61538461538461,38.6,57.5,-8.11999999999989,1.375,0.8,1.0,1.6,79.4,42.8,-13.769999999999982,13.269999999999982,Friendly
1942,2021-06-18,Chile,Bolivia,0.0,0.0,1.2692307692307692,1.2,1.2692307692307692,1.2,33.80769230769231,40.8,-0.4800000000000182,-0.4800000000000182,1.0833333333333333,1.4,2.0,1.8,46.083333333333336,31.6,-77.8900000000001,-6.8900000000001,Friendly
4116,2023-11-16,Saudi Arabia,Pakistan,0.0,-4.0,1.1343283582089552,1.0,0.9850746268656716,2.2,74.8955223880597,49.0,76.81999999999994,-25.310000000000173,0.5555555555555556,0.2,1.7222222222222223,1.8,153.11111111111111,154.4,-36.33000000000004,-13.509999999999991,Friendly
418,2019-03-22,Cayman Islands,Montserrat,0.0,0.0,0.0,0.0,3.5,3.5,103.0,103.0,-2.0,-2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,139.0,139.0,7.0,7.0,Friendly
3177,2022-09-25,Thailand,Trinidad and Tobago,0.0,0.0,1.6341463414634145,1.4,0.8780487804878049,1.0,128.70731707317074,136.2,26.690000000000055,3.009999999999991,1.5,2.6,1.6785714285714286,1.0,100.75,158.4,-58.15000000000009,-0.14000000000010004,Friendly
1083,2019-11-14,Albania,Andorra,1.0,-3.0,1.1428571428571428,2.2,1.2857142857142858,1.4,73.28571428571429,83.6,-12.0,4.0,0.2,0.2,1.6666666666666667,2.0,85.46666666666667,51.0,-45.0,-24.0,Friendly
2920,2022-06-05,Argentina,Estonia,0.0,4.0,1.7826086956521738,2.0,0.5869565217391305,0.4,33.93478260869565,29.6,191.1300000000001,14.620000000000118,0.7,0.6,1.75,1.2,65.025,88.2,-80.94000000000005,-5.380000000000109,Competition
3464,2023-03-23,Solomon Islands,Vanuatu,0.0,0.0,2.6,1.2,1.8,2.0,163.6,152.4,20.559999999999945,19.779999999999973,2.75,5.6,1.5,0.8,165.83333333333334,176.6,-14.379999999999995,-11.379999999999995,Competition
412,2019-03-22,Portugal,Ukraine,0.0,2.0,1.5,1.6,0.8333333333333334,0.8,20.333333333333332,23.6,17.0,17.0,0.75,0.75,1.25,1.25,28.0,28.0,22.0,22.0,Friendly
179,2018-11-13,Philippines,Singapore,2.0,-1.0,1.0,1.0,1.0,1.0,99.0,99.0,0.0,0.0,1.6,1.6,0.4,0.4,167.0,167.0,15.0,15.0,Friendly
3286,2022-11-17,Niger,Libya,2.0,-1.0,1.0,0.6,1.8709677419354838,1.4,97.54838709677419,104.8,-60.76999999999998,-3.160000000000082,1.032258064516129,0.6,1.4193548387096775,1.0,101.03225806451613,116.8,-75.6400000000001,-1.150000000000091,Competition
3917,2023-09-12,Azerbaijan,Jordan,0.0,0.0,0.84,1.0,1.5,2.4,77.26,47.0,-63.77999999999997,-3.5,1.305084745762712,1.8,1.0338983050847457,2.6,91.59322033898304,54.6,104.25999999999999,6.269999999999982,Competition
2649,2022-01-30,Panama,Jamaica,0.0,0.0,1.45,1.4,1.55,1.8,66.175,51.0,36.33999999999992,20.569999999999936,1.5142857142857142,1.0,1.1714285714285715,1.4,81.71428571428571,35.4,12.13000000000011,9.740000000000009,Friendly
3498,2023-03-24,Senegal,Mozambique,1.0,0.0,1.537037037037037,1.2,0.7407407407407407,1.6,90.62962962962963,25.8,86.38000000000011,-0.209999999999809,0.8918918918918919,0.6,1.0810810810810811,0.8,107.91891891891892,70.8,-10.779999999999973,19.13000000000011,Friendly
3949,2023-10-11,Solomon Islands,Vanuatu,0.0,3.0,2.4,1.8,1.65,1.2,161.95,157.0,25.6099999999999,1.9099999999998545,2.357142857142857,0.6,1.7142857142857142,2.0,163.5,157.0,-13.559999999999945,-9.17999999999995,Friendly
4346,2024-01-23,Australia,Uzbekistan,0.0,0.0,1.7826086956521738,2.6,0.6739130434782609,0.0,76.8913043478261,111.6,108.22000000000003,7.970000000000027,1.6851851851851851,1.8,0.9444444444444444,0.6,85.37037037037037,90.8,98.25999999999999,12.170000000000073,Friendly
2753,2022-03-26,Spain,Albania,0.0,-1.0,2.3095238095238093,1.4,0.7380952380952381,0.6,41.904761904761905,37.6,107.66000000000008,7.220000000000027,1.1764705882352942,1.4,1.1470588235294117,1.2,83.3529411764706,86.2,-9.670000000000073,14.5,Competition
3983,2023-10-13,Belize,Bermuda,3.0,1.0,1.0,0.2,1.8125,2.2,158.6875,144.6,-48.120000000000005,-16.539999999999964,1.4583333333333333,0.8,2.125,2.0,120.08333333333333,140.0,29.470000000000027,-4.959999999999923,Friendly
4437,2024-03-22,Armenia,Kosovo,1.0,1.0,1.2407407407407407,0.4,2.0185185185185186,1.6,73.51851851851852,49.2,7.25,-18.34999999999991,1.4285714285714286,1.0,1.2678571428571428,0.8,78.92857142857143,77.2,110.74000000000001,11.049999999999955,Competition
285,2018-11-20,Iraq,Bolivia,0.0,1.0,1.0,1.0,2.3333333333333335,2.3333333333333335,80.33333333333333,80.33333333333333,-2.0,-2.0,1.5,1.5,1.0,1.0,80.5,80.5,-2.0,-2.0,Competition
1687,2021-03-29,Algeria,Botswana,0.0,0.0,2.0454545454545454,2.2,0.6363636363636364,1.6,76.54545454545455,70.4,145.0,6.0,0.4444444444444444,0.4,0.9444444444444444,0.8,99.22222222222223,89.0,-23.0,9.0,Friendly
2039,2021-07-18,Eswatini,Mozambique,0.0,0.0,0.8571428571428571,1.4,1.8571428571428572,1.0,97.42857142857143,96.0,-65.75999999999999,0.0,1.0434782608695652,0.6,1.0869565217391304,0.8,114.0,86.0,-14.450000000000045,0.0,Friendly
3871,2023-09-09,Comoros,Zambia,0.0,0.0,1.2142857142857142,1.2,1.4285714285714286,2.0,108.45238095238095,138.8,67.99000000000001,-2.8299999999999272,1.4807692307692308,1.8,1.3461538461538463,1.0,103.61538461538461,133.2,-24.799999999999955,0.0,Friendly
4518,2024-03-26,Norway,Slovakia,2.0,3.0,1.8,2.2,0.9636363636363636,1.0,63.50909090909091,75.4,63.559999999999945,11.089999999999918,1.4107142857142858,1.8,1.0714285714285714,1.6,65.10714285714286,49.6,-27.269999999999982,22.8900000000001,Competition
72,2018-10-12,Belarus,Luxembourg,2.0,-3.0,2.5,2.5,0.0,0.0,189.0,189.0,0.0,0.0,3.5,3.5,0.0,0.0,189.0,189.0,0.0,0.0,Friendly
4516,2024-03-26,Morocco,Mauritania,-1.0,1.0,1.6666666666666667,1.6,0.5873015873015873,0.6,77.57142857142857,98.2,245.3900000000001,1.7000000000000455,0.9615384615384616,0.6,1.2115384615384615,1.2,86.90384615384616,55.8,-5.519999999999982,-0.7699999999999818,Competition
1326,2020-10-09,Kenya,Zambia,-1.0,0.0,0.9230769230769231,0.6,0.9230769230769231,1.4,93.15384615384616,77.4,13.0,-12.0,1.3529411764705883,1.2,1.2941176470588236,1.8,103.0,96.0,-36.0,-20.0,Competition
2847,2022-06-01,Indonesia,Bangladesh,-1.0,2.0,1.8125,2.6,1.875,1.8,136.6875,156.4,0.30999999999994543,0.0,0.7741935483870968,0.8,1.1935483870967742,1.2,153.83870967741936,180.0,3.830000000000041,-0.009999999999990905,Competition
91,2018-10-13,Latvia,Kazakhstan,2.0,2.0,0.0,0.0,0.5,0.5,113.0,113.0,0.0,0.0,0.5,0.5,1.5,1.5,113.0,113.0,0.0,0.0,Friendly
2536,2021-12-08,Mexico,Chile,5.0,3.0,1.836734693877551,1.6,0.9795918367346939,1.4,54.69387755102041,48.8,112.92000000000007,6.730000000000018,1.105263157894737,1.2,1.1842105263157894,0.8,33.60526315789474,39.6,-23.74000000000001,9.730000000000018,Competition
2748,2022-03-26,Mauritania,Mozambique,13.0,-1.0,0.8055555555555556,0.6,1.4444444444444444,1.6,84.88888888888889,63.4,-9.740000000000009,0.029999999999972715,0.9655172413793104,0.6,1.103448275862069,1.2,111.86206896551724,93.6,-25.0,-15.38000000000011,Competition
3986,2023-10-13,Guinea,Guinea-Bissau,0.0,-6.0,1.0,1.8,1.2380952380952381,2.0,96.07142857142857,87.4,-47.25,6.279999999999973,1.032258064516129,1.2,1.4193548387096775,1.4,83.87096774193549,75.8,30.930000000000064,20.310000000000173,Competition
1702,2021-03-30,Montenegro,Norway,0.0,0.0,1.2916666666666667,2.0,1.1666666666666667,0.4,86.45833333333333,132.6,-70.0,1.0,1.68,1.0,1.0,1.4,61.08,66.8,44.0,-2.0,Friendly
3503,2023-03-24,Sweden,Belgium,-2.0,2.0,1.4545454545454546,1.8,1.1090909090909091,0.6,51.21818181818182,46.8,-6.5499999999999545,-4.990000000000009,2.5,0.4,0.9,1.0,44.58,24.4,93.71000000000004,-5.210000000000036,Friendly
3322,2022-11-20,Slovakia,Chile,4.0,0.0,1.4090909090909092,1.2,1.1363636363636365,1.4,62.45454545454545,109.4,-67.41000000000008,-29.3900000000001,1.02,0.4,1.32,1.4,33.62,38.4,-60.3900000000001,-16.79000000000019,Competition
3548,2023-03-27,Ethiopia,Guinea,0.0,0.0,1.09375,1.2,1.15625,1.2,102.1875,100.4,47.190000000000055,14.519999999999982,0.9210526315789473,0.6,1.105263157894737,0.4,98.3157894736842,79.8,-53.52999999999997,-2.1099999999999,Friendly
2505,2021-11-19,Sri Lanka,Seychelles,0.0,-2.0,0.8260869565217391,1.2,2.4347826086956523,1.4,141.7391304347826,161.4,-47.889999999999986,-6.42999999999995,0.42105263157894735,0.8,2.9473684210526314,3.2,126.36842105263158,164.0,-53.15999999999997,-2.8500000000000227,Friendly
3122,2022-09-22,Thailand,Malaysia,0.0,1.0,1.65,1.4,0.875,0.8,128.225,133.4,23.680000000000064,0.0,1.9487179487179487,2.2,1.3076923076923077,1.2,135.35897435897436,143.8,64.05999999999995,0.5299999999999727,Friendly
58,2018-10-11,Argentina,Iraq,0.0,0.0,1.5,1.5,0.0,0.0,80.0,80.0,0.0,0.0,2.0,2.0,2.0,2.0,159.0,159.0,0.0,0.0,Competition
2965,2022-06-08,Benin,Mozambique,1.0,2.0,1.0689655172413792,2.0,0.7931034482758621,1.0,87.89655172413794,95.6,8.13000000000011,1.790000000000191,0.9375,0.8,1.125,1.0,113.71875,125.8,-29.910000000000082,1.240000000000009,Friendly
943,2019-10-10,Serbia,Paraguay,0.0,1.0,1.8333333333333333,2.0,1.4166666666666667,2.4,55.75,52.4,18.0,-4.0,1.1818181818181819,1.0,1.3636363636363635,1.2,48.0,31.8,-13.0,-4.0,Competition
796,2019-09-05,Israel,North Macedonia,2.0,-2.0,2.1,2.0,1.5,2.0,60.7,55.8,29.0,18.0,1.9,1.8,1.2,1.4,119.3,87.6,14.0,12.0,Friendly
545,2019-06-07,Lithuania,Luxembourg,0.0,-1.0,0.5,0.6,2.25,2.6,50.125,59.4,-19.0,-12.0,1.8888888888888888,1.4,1.1111111111111112,1.8,131.11111111111111,103.6,-9.0,-10.0,Friendly
2295,2021-10-10,Costa Rica,El Salvador,0.0,1.0,0.8235294117647058,0.2,1.2647058823529411,0.4,57.029411764705884,52.0,-32.710000000000036,-11.5,0.9696969696969697,0.2,1.0,1.0,96.45454545454545,64.6,37.73000000000002,-5.7000000000000455,Friendly
4563,2024-06-05,Guatemala,Dominica,0.0,0.0,1.4137931034482758,0.2,0.9482758620689655,0.8,102.1896551724138,68.8,124.27999999999997,-0.650000000000091,1.1764705882352942,1.8,1.4705882352941178,0.6,169.35294117647058,204.4,-42.08000000000004,-6.800000000000068,Friendly
1370,2020-10-12,United Arab Emirates,Uzbekistan,0.0,0.0,1.4583333333333333,1.2,1.0416666666666667,1.8,108.91666666666667,95.4,26.0,-27.0,1.3888888888888888,2.6,1.0555555555555556,1.2,79.27777777777777,98.4,43.0,18.0,Competition
3206,2022-09-27,Burkina Faso,Comoros,0.0,1.0,1.2424242424242424,1.4,1.0,3.0,97.06060606060606,64.6,1.6099999999999,11.9699999999998,1.2285714285714286,0.8,1.3714285714285714,1.6,104.45714285714286,116.6,75.44000000000005,-3.3299999999999272,Competition
4072,2023-10-17,Libya,Niger,-1.0,0.0,1.054054054054054,0.8,1.4594594594594594,1.6,100.16216216216216,90.6,-90.40000000000009,-23.1400000000001,1.0,0.8,1.8421052631578947,1.2,97.92105263157895,99.2,-95.99000000000001,-28.519999999999982,Competition
917,2019-09-10,Togo,Comoros,0.0,-2.0,0.75,0.75,1.75,1.75,98.75,98.75,-9.0,-9.0,1.2727272727272727,1.4,1.4545454545454546,1.2,103.0909090909091,134.6,19.0,0.0,Friendly
3970,2023-10-12,Montenegro,Lebanon,-3.0,1.0,1.1020408163265305,1.0,1.2040816326530612,1.0,75.08163265306122,70.8,-96.54999999999995,4.2999999999999545,0.7333333333333333,1.4,1.1333333333333333,0.6,98.6,130.2,-98.23000000000002,3.0299999999999727,Competition
3160,2022-09-24,Hong Kong,Myanmar,2.0,0.0,0.7727272727272727,0.4,1.9090909090909092,2.8,101.22727272727273,78.8,-17.63000000000011,4.979999999999791,0.9230769230769231,0.8,2.769230769230769,3.4,131.92307692307693,126.8,-80.09000000000003,-40.65999999999997,Competition
4620,2024-06-08,Sweden,Serbia,1.0,1.0,1.5507246376811594,1.6,1.2028985507246377,1.6,55.507246376811594,66.4,-33.319999999999936,-14.079999999999927,1.8253968253968254,1.4,1.1746031746031746,1.2,56.17460317460318,61.4,55.200000000000045,-15.289999999999964,Competition
1918,2021-06-15,Palestine,Yemen,0.0,0.0,0.9523809523809523,1.0,1.1904761904761905,1.6,105.76190476190476,120.0,-33.200000000000045,-29.200000000000045,0.5,0.0,2.15,2.6,85.8,68.6,-41.460000000000036,0.5399999999999636,Friendly
890,2019-09-10,Lithuania,Portugal,-2.0,1.0,0.5454545454545454,0.6,2.3636363636363638,2.0,49.18181818181818,67.0,-29.0,-10.0,1.6363636363636365,1.8,0.8181818181818182,0.8,22.0,24.0,32.0,17.0,Friendly
2056,2021-08-26,Sudan,Niger,-2.0,5.0,0.8823529411764706,1.0,1.3529411764705883,0.6,97.11764705882354,88.4,19.86999999999989,37.86999999999989,0.7777777777777778,0.6,1.6666666666666667,1.4,94.94444444444444,105.4,-59.700000000000045,-22.700000000000045,Competition
3971,2023-10-12,Russia,Cameroon,1.0,-1.0,1.7209302325581395,0.8,1.0232558139534884,0.4,64.11627906976744,67.2,85.52999999999997,-0.5799999999999272,1.2954545454545454,1.6,0.75,1.0,81.18181818181819,76.4,54.97000000000003,-0.4700000000000273,Competition
1024,2019-10-15,Switzerland,Republic of Ireland,0.0,-4.0,1.9230769230769231,1.2,1.1538461538461537,1.0,40.61538461538461,51.0,7.0,0.0,0.8461538461538461,1.4,0.6923076923076923,0.6,58.61538461538461,73.4,12.0,12.0,Friendly
4565,2024-06-06,Netherlands,Canada,1.0,-1.0,2.296875,2.6,0.96875,0.4,44.125,71.4,205.48000000000002,2.3299999999999272,2.30188679245283,1.8,1.0188679245283019,2.0,73.16981132075472,47.2,146.76,-0.35999999999989996,Competition
3440,2023-01-19,Iraq,Oman,0.0,0.0,1.1833333333333333,2.0,0.8333333333333334,0.2,87.35,97.2,68.3900000000001,0.0,1.2203389830508475,1.4,0.864406779661017,0.6,92.59322033898304,89.2,33.24000000000001,0.0,Friendly
4141,2023-11-17,Eswatini,Libya,2.0,0.0,1.0,0.8,1.4871794871794872,1.0,107.17948717948718,88.8,-39.309999999999945,6.870000000000118,1.0526315789473684,1.0,1.4473684210526316,1.2,100.89473684210526,110.2,-90.40000000000009,-23.1400000000001,Friendly
4256,2023-11-27,Tahiti,Samoa,-1.0,0.0,2.1538461538461537,2.8,1.3076923076923077,0.8,161.84615384615384,173.6,-24.889999999999986,0.0,2.4,2.4,3.6,3.6,170.6,170.6,-1.740000000000009,-1.740000000000009,Friendly
2856,2022-06-02,Panama,Costa Rica,-2.0,-11.0,1.4222222222222223,1.2,1.5777777777777777,1.8,63.15555555555556,39.0,32.559999999999945,-3.7799999999999727,0.9090909090909091,1.2,1.1136363636363635,0.2,54.15909090909091,37.4,-6.940000000000055,26.62999999999988,Friendly
378,2019-02-21,Kazakhstan,Moldova,-2.0,0.0,1.3333333333333333,1.6,1.1666666666666667,1.0,118.16666666666667,122.6,-1.0,-1.0,0.6666666666666666,0.8,0.8333333333333334,0.2,123.33333333333333,131.0,12.0,12.0,Competition
3705,2023-06-19,Finland,San Marino,0.0,0.0,1.0892857142857142,0.8,1.0892857142857142,1.2,53.732142857142854,53.6,41.309999999999945,-0.40000000000009095,0.09090909090909091,0.0,3.477272727272727,2.2,93.72727272727273,108.2,-116.88,-4.7000000000000455,Friendly
2702,2022-03-24,New Zealand,New Caledonia,1.0,0.0,1.3333333333333333,1.4,1.1666666666666667,0.8,112.66666666666667,128.0,4.660000000000082,4.660000000000082,1.6,1.4,1.1,0.6,163.1,158.4,3.119999999999891,9.11999999999989,Friendly
1254,2020-09-04,Norway,Austria,0.0,0.0,1.625,1.8,0.8125,0.8,66.625,69.6,35.0,12.0,1.5,1.2,0.8125,0.6,56.75,75.0,18.0,22.0,Friendly
1528,2020-11-17,Uruguay,Brazil,1.0,0.0,1.7894736842105263,2.2,1.1578947368421053,1.6,30.68421052631579,30.0,10.0,-5.0,2.1666666666666665,2.6,0.4166666666666667,0.6,35.958333333333336,34.6,68.0,10.0,Friendly
